file,sha256,bytes,lines,owner,role,unsafe_sites,allocation_copy_sites,global_or_discovery_sites,reachability,contracts,lifetime,cost,review_status,disposition,evidence
island-rs/src/forest.rs,7d39e365c4e5d2a55d9dc7232bc212e91d0a09f4ddaed08fd6790cee5a01fa91,100994,2817,island-rs,implementation,0,23,0,Reviewed coherent_tree_scale and its analytical fixture; remaining forest implementation review open.,"Opaque runtime inputs avoid constant-folded expected expression; retain bit equality, range/threshold and monotonicity checks. Production code unchanged.",Existing borrowed generation state retained; reference-test snapshots own their comparison bytes.,Test-only change; no runtime cost change.,partial,stabilize exact analytical test,Isolated pre-change release failure; corrected debug/release tests pass; full snapshots unchanged.
island-rs/src/forest/logs.rs,007fa7a89419b447e7af700de26a62134e25aeeecd08a2d35bcce41b3cb54de8,19488,555,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/geology.rs,bf96e1d27907e8fbb7652bbb910276478dec2f4c175df522ef09e9d8c29a55a3,4735,154,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/lib.rs,ee9759bb580a61f9250d988596a8f50a01bb9048772f6af4534215127e98fb28,2019,60,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/main.rs,5680e7d9475ae3dbb642c796a0db8671e330062b21d03be8ee1c682c3e9fd932,8318,217,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/math.rs,5f5b5b0e87287bb3198eac4f4039ed430e04055cfdafc2a8819cc010f6a01aff,628,29,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/mesh.rs,4ef78b5242886f12dcd6d3cc485a7950895678267d962615889301db65134f88,102085,2829,island-rs,implementation,0,4,0,"Reviewed adjacency/perimeter construction and ordered_edge; used by river carving/refinement, erosion boundaries, terrain smoothing and other mesh callers. Remaining tessellation/slicing/repair review is open; prior seam edits preserved.","Valid in-range triangle indices, chunks_exact ignores an incomplete trailing face; undirected edge incidence exactly one marks both endpoints. Preserve holes, winding independence, repeated/self edges, disconnected/isolated vertices and non-manifold counts. No vertex, triangle or normal mutations.","Borrow Mesh; return owned mask. Temporary offsets, independent scatter cursors and u32 neighbor endpoints live only within the query. Cursor copy preserves immutable bucket ranges while scattering; no persistent cache or ABI/schema change.","Replace global u64 edge sort with per-vertex u32 endpoint sorts. Two edge scans, O(vertices+triangle indices) scratch and low-valence local sorting. See MESH_BOUNDARY_OPTIMIZATION.md for paired measurements; sparse/high-valence meshes have different tradeoffs.",partial,group perimeter edge incidence by lower endpoint,"Exact independent edge-incidence oracle across 19683 three-face combinations, plus holes/disconnected/empty fixtures. Full native/output/package validation recorded in the milestone report."
island-rs/src/mesh_clipper.rs,98ce52b1f143ce1d4782a99396a17b4a1c111164b1f44bd9e8939f227b282093,23913,668,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/noise.rs,9bc5b22acfec0c5c6db5c83d1e7b952b848c21a9abe21cbab16e4fd66e0e68ab,1660,59,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/png.rs,27e66c90abd5bc3efb584cb06edd565cd6c782d20138b52737f7a671320cafcb,3436,105,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures.rs,fe6a7aebe155866eddc577e5a03db3e0dc73f81e0613717b57d8f5301f13a858,14959,397,island-rs,implementation,1,2,0,,,,,pending,investigate,
island-rs/src/procedural_textures/albedo.rs,4569158761b60d253f2f126518e7379fd424fec7bc77c8c1807365f55b200b8e,10920,343,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/cellular.rs,0de092501020b2fbb6c7ec177e2052da40a33d2666488f19887de21f9620c517,13693,399,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/cracked_stone.rs,191113ea05befe25351114c160894175038b48db3f3a7959c0bdacfb6925735f,9628,277,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/editor_protocol.rs,ca94c59d7aa128f27751037e08ba0933ea95b1d0e2e073c275bfe62519165705,61532,1534,island-rs,implementation,0,3,0,,,,,pending,investigate,
island-rs/src/procedural_textures/encoding.rs,5e73861121d2c8d2a860d5dfd20ee708d6bae061a8aaa1c9269de45409e149ba,36097,1044,island-rs,implementation,1,5,0,,,,,pending,investigate,
island-rs/src/procedural_textures/field_program.rs,6f71ce30ccaec7e0d03c4da7a23d63db24673b4171984a74ff350859a66b02bc,15530,477,island-rs,implementation,1,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/image.rs,5131d49411fe00d00e9570f6df536309e4b9934f37badf2be53ac7e8ee51db64,14257,442,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/layer_stack.rs,a90443a4d44d6eb0aa043b89b281071d0ca0209356f6a2bad0546a71e7e0e1e3,26242,775,island-rs,implementation,0,4,0,,,,,pending,investigate,
island-rs/src/procedural_textures/noise.rs,2de7f9e31c8e28ad56f4ce614c0d4b3d98b0a3fb4068721a7b7832420b5c6792,12043,450,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/normal.rs,35e85372e6b54f80633be261bdf07206ff71f905cf2bbdbcfd8fb85db8086873,5321,165,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/occlusion.rs,3d27f3eaa1d9c28b25148b91f7cf631914f903b4afb1efeca4be6f8b8c9be6c2,9436,280,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/packing.rs,049e98c7970665edca0926744d463662a584741aa660890312e9a601bb32081f,6720,227,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/parameters.rs,21b64fcfcee8d736fa6c33a06b35d12f9bd49bb51eb6f1bb3205da43fa50b97c,13323,460,island-rs,implementation,0,3,0,,,,,pending,investigate,
island-rs/src/procedural_textures/periodic.rs,59a2909513ec296bc39616e5394846e4e81d93cf0c20d4b7282d48334fee822e,8490,259,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/preview.rs,0714fcd5a0567b43edd8e19847926fa95879651555cbc9a011308ebdaa7ff54c,11694,338,island-rs,implementation,0,5,0,,,,,pending,investigate,
island-rs/src/procedural_textures/recipe.rs,533a1a4715caa5384fca0480fbf7ba66874d22e853e589dd1e6bd842976358fa,27851,1017,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/rounded_stones.rs,3b093d77994f0b204fff97a0a97097c5a9cb91856293d811ecd89b7da85619fc,12176,334,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/procedural_textures/runtime_materials.rs,e6b82678303e49fdd656078b50cd1494395449acc72576ddbc9cf2d4f7be6386,22499,678,island-rs,implementation,0,2,0,Added TERRAIN selection only; ALL and recipe evaluation remain unchanged. Bevy uses explicit subset; Unity still requests bark.,Preserve existing data/algorithm/serialized bindings beyond the described change.,Existing owners retained; test fixtures clean up their created resources.,No unmeasured whole-pipeline performance claim.,reviewed,focused change reviewed,IMPLEMENTATION.md and validation.json; review scope is the described change.
island-rs/src/procedural_textures/validation.rs,307c3cab742028252a6ab27ba0bdf7bdfcb26ec9d2fba4d560657ed834021aff,46154,1360,island-rs,implementation,2,7,0,,,,,pending,investigate,
island-rs/src/profiling.rs,712c67bed802fd04e05d49917bf8045b9f8f29d55366286a04bbe8346da081f2,758,34,island-rs,implementation,0,0,0,StageTimer callers across native generation; feature-gated Drop logs inclusive duration.,No timer fields or logging without profiling feature; nested scopes are inclusive.,Stack-scoped timer with no retained allocations.,One Instant and stderr record per enabled stage; normal build zero-sized.,reviewed,retain optional instrumentation,Source review; profiling benchmark build.
island-rs/src/raster.rs,23279ea916187fd8f99a234e6eaf3b5dccb38b81169c8e5b7379647deb24c385,6304,191,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/reeds.rs,a4f5fdb779fc3263f10e47af51d9c2c3a1e9c45e25fda16b828afa097cf0d38b,28168,819,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/rivers.rs,7366ae310bd189f2b0b87c0c4f33e756427246fbe7d91ceacae54057260c170f,46533,1225,island-rs,implementation,0,4,0,,,,,pending,investigate,
island-rs/src/rivers/carving.rs,bf9a8f11519d027be6e4b3c583fd359c8c7a53eb093643cc9b217621c7f833b7,41948,1249,island-rs,implementation,0,3,0,,,,,pending,investigate,
island-rs/src/rivers/channel.rs,8f54f977274437c1626a1d29f71b3d17215ff06ace5dbcf6934a78be138cd740,51485,1392,island-rs,implementation,0,4,0,build_river_footprint and its callers; remaining channel shaping review open.,"Footprint ordering, owner tie-breaks, confluence offsets and visible mesh ends retained; perimeter is derived from the current mesh.",Borrowed inputs and scoped owned generation buffers retain their existing lifetimes; no edits in this file.,Repeated perimeter queries were visible in the final-river profile; optimize shared query rather than cache changing river attributes.,partial,retain behavior; optimize shared boundary query,Source/call-graph review during mesh boundary optimization. Full-file review remains open.
island-rs/src/rivers/geometry.rs,184aa1864e0a97f0fbb5afeb77989292a17a9217a98a897d95f3daf472122a2b,80440,2294,island-rs,implementation,0,17,0,,,,,pending,investigate,
island-rs/src/rivers/rocks.rs,fe0e537703f863d0953ed4855f9ab7eb328b3d094acdee99a31001f3b6518a9a,19604,568,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/rivers/tests.rs,0d7a78dff77a2fabec0a813935bb0ce743317f7e43f5de3730239ce95ff4f449,179062,5467,island-rs,test,0,78,0,Reviewed sea-handoff/profile fixtures and new exported multi-waterfall test; remaining file review open.,"Three explicit waterfall drops and flat reaches; exact 3D UV increments, finite UVs, positive interior and zero boundary bank distances.",Constructed test meshes owned locally; no production path changes.,Focused exported mesh fixture passes in under a second; not runtime optimization.,partial,add prescribed exported-waterfall fixture,New unit test passes; waterfall_height_and_frequency_increase_with_smoothed_gradient retained.
island-rs/src/rivers/tracing.rs,9c5b5697e79e8e71fa85da40b5cf61a7b6159e583e77f2b07c8ef2d3f8971e2c,31898,965,island-rs,implementation,0,1,0,,,,,pending,investigate,
island-rs/src/rivers/waterfalls.rs,f055ad6cf8c3081f5e54f61f88ec7fbd892f31133e4df4cd7e9e2050cd28f479,59789,1604,island-rs,implementation,0,25,0,,,,,pending,investigate,
island-rs/src/rng.rs,d72ceec75b73232ad8b50ac0592f0d5f923784e04c055fb67fd13fd57b708b86,857,28,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/sea_mask.rs,1b11ad3bba3a26ccbba539a6c723e2882245e69c510b245a61188fe546ca1013,7572,260,island-rs,implementation,0,1,0,,,,,pending,investigate,
island-rs/src/sky.rs,11d1aa1e3d201f68996860d829f61e182b14eadb4a01c93e2879586d53c9a874,6739,173,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/terrain.rs,128814241a70514e2b69f91e11e8092941a6ee6e5514572f818e7a6c0cc6ccc0,10647,260,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/terrain/coastal_uplift.rs,43ed019909a1444dd635dbe891f665f92e63d617327a61a2a3d8d46bd3cc36a3,3729,92,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/terrain/decorations.rs,73004db4a642f631654c5d92f9b7fc8f85b835b8064828654223e80f8ac3cd93,37391,989,island-rs,implementation,0,1,0,"Decorations generation, river proximity exclusion, deterministic steep-face rock drops, CPU collision settling and stone support marking; GPU dispatch remains separate.","Retain RNG ordering, area/noise weighting, separate large-boulder appearance domain, ordered pair contacts, wake/sleep and support rules. Reuse height/normal only for bit-identical XY against the same immutable terrain. Existing adjacent-bin collision invariant bounds maximum pair diameter to one cell.","Solver owns one optional XY/height/normal sample per body. Fixed body order couples each sample to its body; samples drop at solver exit and never enter snapshots, ABI or resident island state.",Measured terrain queries dominate CPU settling. Cache adds one O(body count) allocation per simulation; no per-step allocation. Repeated face-weight scans and large fallback searches remain further measurement candidates.,reviewed,reuse unchanged rock terrain samples within CPU settling,"Source review and original-solver bit comparisons on flat/sloped terrain, overlapping and sleeping bodies, and nearest-vertex fallback. See ROCK_OPTIMIZATION.md for completed benchmark and integration evidence."
island-rs/src/terrain/erosion.rs,39f982012193bc3271b80bfa12875fda09f01f2c56673142320740c59d034e81,51983,1517,island-rs,implementation,0,3,0,Reviewed reference path/transfer and projected-area helpers; remaining thermal/experimental implementation review open.,"Only omit geometry where erosion is already zero; preserve transport, deposition, sub-epsilon soil cleanup, sequential updates and face protections.",Existing borrowed generation state retained; reference-test snapshots own their comparison bytes.,"No new state/allocations. Paired default fixture: generation -2.47%, hydraulic -5.53%.",partial,skip unused erosion geometry,"144 exact step cases, six identical full snapshots, 16 hydraulic debug tests and full native release suite."
island-rs/src/terrain/generation.rs,4b192ec10e1acb4f32574e734d490dc9d5e244a4aaa42a960d9c989b205880af,71065,2062,island-rs,implementation,0,9,0,generate_final_rivers retry lifecycle; remaining generation/snapshot implementation review open.,Each rejected-waterfall attempt restarts from prepared mesh/material and ocean state. Preserve accumulated rejection set and require submerged-carve field before return.,Borrowed inputs and scoped owned generation buffers retain their existing lifetimes; no edits in this file.,Prepared and attempt clones support retry rollback; retain ownership boundaries until their independent cost is measured.,partial,retain behavior; optimize shared boundary query,Source/call-graph review during mesh boundary optimization. Full-file review remains open.
island-rs/src/terrain/generation_method.rs,572b5b5d78e0a49e2e646855e5261b81f920a9791b850e3b3b1cdc6a4465edf3,2901,110,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/terrain/gpu_generation.rs,4f6a9603c471404ba580e59cb9b11678bbe1a70e9545dfa17257d6ecd9041c8b,609,13,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/terrain/gpu_generation/erosion.rs,2d2368911b1ff2c34742e4752b4aac35278256bb184bc2582cd210910da401cb,21206,622,island-rs,implementation,0,2,0,,,,,pending,investigate,
island-rs/src/terrain/gpu_generation/erosion.wgsl,51038c5425b2bcab3beafe721c4e130fb7efd804d7338daa9652f6708d13d252,10131,268,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/terrain/gpu_generation/rocks.rs,f16158d12221cbc6f21ed711e2094807f2d5f528399da8ebf67432eb376ea336,21774,665,island-rs,implementation,0,2,0,,,,,pending,investigate,
island-rs/src/terrain/gpu_generation/rocks.wgsl,3153b41014dc891fc72fea1b4d09371700ce6dab6efa7f8c89eac709cb5719eb,11437,296,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/terrain/lod.rs,f8cd485aca892ad58f88e1db16bda6b917f631f239e67a353577b1bdef23b6cd,8706,243,island-rs,implementation,0,5,0,Final generation regenerates LOD1 then LOD2; horizon export simplifies finished LOD2 on demand.,"Meshopt selects source vertices with normal weights and locked domain corners; staged meshes supply budgets only; compacted attributes follow remapped indices. Assumes valid source topology, as supplied internally.","Positions, flattened normals, corner locks and remapping buffers are temporary; returned meshes and TriangleIndex own their storage.",Two simplifications plus one final spatial index; position/normal copies and compaction are candidates only until measured. No quality or triangle-budget change.,reviewed,retain LOD geometry contract; measure allocations before optimization,"Source review plus deterministic subset, horizon corner retention and compaction tests in full native suite."
island-rs/src/terrain/material.rs,3e8636abfb7e64ebeee4967066951297317db1cacaf9e3669b44a20c91e8d7f6,17509,461,island-rs,implementation,0,4,0,,,,,pending,investigate,
island-rs/src/terrain/sampling.rs,ee5458091e7fed89701edc8a0ff98c872d3508544952e0410081fe4b0bd117dd,14316,403,island-rs,implementation,0,0,0,Terrain height/normal/material/support samples and river bank burial use the final spatial index.,"Normalized clamped domain; barycentric first supporting face; river banks take lowest supporting face. Requires valid nonempty indexed terrain. nearest_vertex returns a nearby-bin candidate early, so do not expose it as a guaranteed global-nearest query without a separate correctness change.",Index owns contiguous offsets/faces; sample results borrow no temporary storage; bank mask is scoped to burial.,"Two index construction passes, bin-overlap face storage, no per-query allocation; combined support avoids repeated queries for decorations. Large-triangle bin duplication and fallback radius scans require measurement.",reviewed,retain shared support query; investigate fallback contract separately,Complete source review; existing generation/LOD/bank/surface-map tests. No new empty-mesh or exact-nearest guarantee claimed.
island-rs/src/terrain/snapshot.rs,3c71a1c33cf137f887f9cb7ac02cd8c641bad83990f739c9a6d0a8dfa93c7f29,13252,389,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/terrain/surface_maps.rs,0ab5fa944070e3af9cb3f91f61e3479b277a4c0d6164516ee42b2165220291a7,11747,351,island-rs,implementation,0,0,0,,,,,pending,investigate,
island-rs/src/trees.rs,f9515128d4dff442a8b50fdd722f3ccd562a2c81c073b6e422678c22c4622fbc,76813,2158,island-rs,implementation,0,10,0,,,,,pending,investigate,
island-rs/tests/generation.rs,df0943c7f96f2800251a5948c2ca5a50e1791b7c14df4f301e89555478e798c2,33937,1066,island-rs,test,0,0,0,Reviewed river helpers and replaced river integration cases; other integration tests not certified by this entry.,"Separate submerged sea handoff from above-sea geometry/clearance; retain network, UV, indices, banks and confluence checks.",Generated islands scoped to individual tests.,"Visible fixture uses 1024 initial points; longer correctness test, not benchmark.",partial,reconcile river fixture assumptions,Two focused river integration tests passed; full-suite evidence in validation.json.
island-rs/tests/procedural_material_editor.rs,30473d4d6b0c633de2620243da34cebfaabf09a1f286bfbbfd45a636e2c60479,12397,367,island-rs,test,0,1,0,Native integration test and source CI.,Locked hashes reflect existing authored e5f0465 colour parameters; eight non-albedo hashes unchanged.,Temporary output directories owned by test fixture.,No whole-pipeline performance claim.,reviewed,focused change reviewed,Starting implementation reproduced albedo failure; six CLI tests pass after updating two stale albedo hashes.
island-rs/tests/seam_diagnostic.rs,649e37c59ca102e9b105ee01f1cc6f0a1d89b1bc68f2a9a684cfd7b918ac092a,11811,329,island-rs,test,0,0,0,,,,,pending,investigate,
island-rs/texture-recipes/Bark.json,2cbf2065c984ff5e23d66a52812ddbd9bb157c36a69ccf8abeeab01a6868456e,2702,130,island-rs,build/config,0,0,0,,,,,pending,investigate,
island-rs/texture-recipes/Beach.json,e2c8bc1a01bdeeb3a437d2f00d060c5ab540f48949cdc3dea33e1dd01e57ff20,3019,145,island-rs,build/config,0,0,0,,,,,pending,investigate,
island-rs/texture-recipes/Dirt.json,a71565ee39092bca8154a2ddfa7fe12b5e2f85a08e8948d5a93289785869552c,6397,297,island-rs,build/config,0,0,0,,,,,pending,investigate,
island-rs/texture-recipes/FallenStones.json,7b4b7d35ae3050e9bbecc51e9f94aeafd13146ef7923eebd73325b7c0a8afe8a,10848,473,island-rs,build/config,0,0,0,,,,,pending,investigate,
